,player_id,game_id,this_half,stat_type,stat_value,actual_play
1429,pillk001,TOR201609250,2_1,RLSP,0,K
1428,gardb001,TOR201609250,3_0,AB,1,8/F
1427,gardb001,TOR201609250,3_0,PA,1,8/F
1426,gardb001,TOR201609250,3_0,LOB,0,8/F
1425,gardb001,TOR201609250,3_0,RLSP,0,8/F
1424,ellsj001,TOR201609250,3_0,AB,1,7/F
1423,ellsj001,TOR201609250,3_0,PA,1,7/F
1422,ellsj001,TOR201609250,3_0,LOB,0,7/F
1421,ellsj001,TOR201609250,3_0,RLSP,0,7/F
1420,sancg002,TOR201609250,3_0,AB,1,63/G
1419,sancg002,TOR201609250,3_0,PA,1,63/G
1418,sancg002,TOR201609250,3_0,LOB,0,63/G
1417,sancg002,TOR201609250,3_0,RLSP,0,63/G
1416,carre001,TOR201609250,3_1,AB,1,K
1415,carre001,TOR201609250,3_1,K,1,K
1414,carre001,TOR201609250,3_1,PA,1,K
1413,carre001,TOR201609250,3_1,LOB,0,K
1412,carre001,TOR201609250,3_1,RLSP,0,K
1411,travd001,TOR201609250,3_1,AB,1,K
1410,travd001,TOR201609250,3_1,K,1,K
1409,travd001,TOR201609250,3_1,PA,1,K
1408,travd001,TOR201609250,3_1,LOB,0,K
1407,travd001,TOR201609250,3_1,RLSP,0,K
1406,donaj001,TOR201609250,3_1,AB,1,K
1405,donaj001,TOR201609250,3_1,K,1,K
1404,donaj001,TOR201609250,3_1,PA,1,K
1403,donaj001,TOR201609250,3_1,LOB,0,K
1402,donaj001,TOR201609250,3_1,RLSP,0,K
1401,gregd001,TOR201609250,4_0,AB,1,8/F
1400,gregd001,TOR201609250,4_0,PA,1,8/F
1399,gregd001,TOR201609250,4_0,LOB,0,8/F
1398,gregd001,TOR201609250,4_0,RLSP,0,8/F
1397,teixm001,TOR201609250,4_0,AB,1,43/G
1396,teixm001,TOR201609250,4_0,PA,1,43/G
1395,teixm001,TOR201609250,4_0,LOB,0,43/G
1394,teixm001,TOR201609250,4_0,RLSP,0,43/G
1393,mccab002,TOR201609250,4_0,AB,1,7/F
1392,mccab002,TOR201609250,4_0,PA,1,7/F
1391,mccab002,TOR201609250,4_0,LOB,0,7/F
1390,mccab002,TOR201609250,4_0,RLSP,0,7/F
1389,encae001,TOR201609250,4_1,AB,1,63/G
1388,encae001,TOR201609250,4_1,PA,1,63/G
1387,encae001,TOR201609250,4_1,LOB,0,63/G
1386,encae001,TOR201609250,4_1,RLSP,0,63/G
1385,bautj002,TOR201609250,4_1,AB,1,HR/78/F
1384,bautj002,TOR201609250,4_1,PA,1,HR/78/F
1383,bautj002,TOR201609250,4_1,H,1,HR/78/F
1382,bautj002,TOR201609250,4_1,HR,1,HR/78/F
1381,bautj002,TOR201609250,4_1,R,1,HR/78/F
1380,bautj002,TOR201609250,4_1,RBI,1,HR/78/F
1379,martr004,TOR201609250,4_1,AB,1,K
1378,martr004,TOR201609250,4_1,K,1,K
1377,martr004,TOR201609250,4_1,PA,1,K
1376,martr004,TOR201609250,4_1,LOB,0,K
1375,martr004,TOR201609250,4_1,RLSP,0,K
1374,tulot001,TOR201609250,4_1,AB,1,43/G
1373,tulot001,TOR201609250,4_1,PA,1,43/G
1372,tulot001,TOR201609250,4_1,LOB,0,43/G
1371,tulot001,TOR201609250,4_1,RLSP,0,43/G
1370,headc001,TOR201609250,5_0,AB,1,K
1369,headc001,TOR201609250,5_0,K,1,K
1368,headc001,TOR201609250,5_0,PA,1,K
1367,headc001,TOR201609250,5_0,LOB,0,K
1366,headc001,TOR201609250,5_0,RLSP,0,K
1365,willm007,TOR201609250,5_0,AB,1,K
1364,willm007,TOR201609250,5_0,K,1,K
1363,willm007,TOR201609250,5_0,PA,1,K
1362,willm007,TOR201609250,5_0,LOB,0,K
1361,willm007,TOR201609250,5_0,RLSP,0,K
1360,torrr001,TOR201609250,5_0,AB,1,63/G
1359,torrr001,TOR201609250,5_0,PA,1,63/G
1358,torrr001,TOR201609250,5_0,LOB,0,63/G
1357,torrr001,TOR201609250,5_0,RLSP,0,63/G
1356,saunm001,TOR201609250,5_1,AB,1,53/G
1355,saunm001,TOR201609250,5_1,PA,1,53/G
1354,saunm001,TOR201609250,5_1,LOB,0,53/G
1353,saunm001,TOR201609250,5_1,RLSP,0,53/G
1352,pillk001,TOR201609250,5_1,AB,1,53/G
1351,pillk001,TOR201609250,5_1,PA,1,53/G
1350,pillk001,TOR201609250,5_1,LOB,0,53/G
1349,pillk001,TOR201609250,5_1,RLSP,0,53/G
1348,carre001,TOR201609250,5_1,AB,1,6/P
1347,carre001,TOR201609250,5_1,PA,1,6/P
1346,carre001,TOR201609250,5_1,LOB,0,6/P
1345,carre001,TOR201609250,5_1,RLSP,0,6/P
1344,gardb001,TOR201609250,6_0,AB,1,63/G
1343,gardb001,TOR201609250,6_0,PA,1,63/G
1342,gardb001,TOR201609250,6_0,LOB,0,63/G
1341,gardb001,TOR201609250,6_0,RLSP,0,63/G
1340,ellsj001,TOR201609250,6_0,AB,1,5/P
1339,ellsj001,TOR201609250,6_0,PA,1,5/P
1338,ellsj001,TOR201609250,6_0,LOB,0,5/P
1337,ellsj001,TOR201609250,6_0,RLSP,0,5/P
1336,sancg002,TOR201609250,6_0,AB,1,43/G
1335,sancg002,TOR201609250,6_0,PA,1,43/G
1334,sancg002,TOR201609250,6_0,LOB,0,43/G
1333,sancg002,TOR201609250,6_0,RLSP,0,43/G
1332,travd001,TOR201609250,6_1,PA,1,W
1331,travd001,TOR201609250,6_1,W,1,W
1330,donaj001,TOR201609250,6_1,AB,1,64(1)3/GDP
1329,donaj001,TOR201609250,6_1,PA,1,64(1)3/GDP
1328,donaj001,TOR201609250,6_1,LOB,1,64(1)3/GDP
1327,donaj001,TOR201609250,6_1,RLSP,0,64(1)3/GDP
1326,encae001,TOR201609250,6_1,AB,1,S9/F-
1325,encae001,TOR201609250,6_1,PA,1,S9/F-
1324,encae001,TOR201609250,6_1,H,1,S9/F-
1323,bautj002,TOR201609250,6_1,PA,1,W
1322,bautj002,TOR201609250,6_1,W,1,W
1321,martr004,TOR201609250,6_1,AB,1,43/G
1320,martr004,TOR201609250,6_1,PA,1,43/G
1319,martr004,TOR201609250,6_1,LOB,2,43/G
1318,martr004,TOR201609250,6_1,RLSP,1,43/G
1317,gregd001,TOR201609250,7_0,AB,1,HR/89/F
1316,gregd001,TOR201609250,7_0,PA,1,HR/89/F
1315,gregd001,TOR201609250,7_0,H,1,HR/89/F
1314,gregd001,TOR201609250,7_0,HR,1,HR/89/F
1313,gregd001,TOR201609250,7_0,R,1,HR/89/F
1312,gregd001,TOR201609250,7_0,RBI,1,HR/89/F
1311,teixm001,TOR201609250,7_0,AB,1,K
1310,teixm001,TOR201609250,7_0,K,1,K
1309,teixm001,TOR201609250,7_0,PA,1,K
1308,teixm001,TOR201609250,7_0,LOB,0,K
1307,teixm001,TOR201609250,7_0,RLSP,0,K
1306,mccab002,TOR201609250,7_0,AB,1,S9/L
1305,mccab002,TOR201609250,7_0,PA,1,S9/L
1304,mccab002,TOR201609250,7_0,H,1,S9/L
1303,youne003,TOR201609250,7_0,SB,1,SB2
1302,headc001,TOR201609250,7_0,AB,1,K
1301,headc001,TOR201609250,7_0,K,1,K
1300,headc001,TOR201609250,7_0,PA,1,K
1299,headc001,TOR201609250,7_0,LOB,1,K
1298,headc001,TOR201609250,7_0,RLSP,1,K
1297,willm007,TOR201609250,7_0,PA,1,W
1296,willm007,TOR201609250,7_0,W,1,W
1295,torrr001,TOR201609250,7_0,AB,1,K
1294,torrr001,TOR201609250,7_0,K,1,K
1293,torrr001,TOR201609250,7_0,PA,1,K
1292,torrr001,TOR201609250,7_0,LOB,2,K
1291,torrr001,TOR201609250,7_0,RLSP,1,K
1290,tulot001,TOR201609250,7_1,AB,1,S8/L-
1289,tulot001,TOR201609250,7_1,PA,1,S8/L-
1288,tulot001,TOR201609250,7_1,H,1,S8/L-
1287,saunm001,TOR201609250,7_1,AB,1,S7/L.1-2
1286,saunm001,TOR201609250,7_1,PA,1,S7/L.1-2
1285,saunm001,TOR201609250,7_1,H,1,S7/L.1-2
1284,pillk001,TOR201609250,7_1,SH,1,14/BG/SH.2-3;1-2
1283,pillk001,TOR201609250,7_1,PA,1,14/BG/SH.2-3;1-2
1282,carre001,TOR201609250,7_1,AB,1,K23
1281,carre001,TOR201609250,7_1,K,1,K23
1280,carre001,TOR201609250,7_1,PA,1,K23
1279,carre001,TOR201609250,7_1,LOB,2,K23
1278,carre001,TOR201609250,7_1,RLSP,2,K23
1277,travd001,TOR201609250,7_1,AB,1,K
1276,travd001,TOR201609250,7_1,K,1,K
1275,travd001,TOR201609250,7_1,PA,1,K
1274,travd001,TOR201609250,7_1,LOB,2,K
1273,travd001,TOR201609250,7_1,RLSP,2,K
1272,gardb001,TOR201609250,8_0,AB,1,D7/G
1271,gardb001,TOR201609250,8_0,PA,1,D7/G
1270,gardb001,TOR201609250,8_0,H,1,D7/G
1269,gardb001,TOR201609250,8_0,D,1,D7/G
1268,ellsj001,TOR201609250,8_0,AB,1,7/F
1267,ellsj001,TOR201609250,8_0,PA,1,7/F
1266,ellsj001,TOR201609250,8_0,LOB,1,7/F
1265,ellsj001,TOR201609250,8_0,RLSP,1,7/F
1264,sancg002,TOR201609250,8_0,AB,1,K
1263,sancg002,TOR201609250,8_0,K,1,K
1262,sancg002,TOR201609250,8_0,PA,1,K
1261,sancg002,TOR201609250,8_0,LOB,1,K
1260,sancg002,TOR201609250,8_0,RLSP,1,K
1259,gregd001,TOR201609250,8_0,AB,1,K
1258,gregd001,TOR201609250,8_0,K,1,K
1257,gregd001,TOR201609250,8_0,PA,1,K
1256,gregd001,TOR201609250,8_0,LOB,1,K
1255,gregd001,TOR201609250,8_0,RLSP,1,K
1254,donaj001,TOR201609250,8_1,PA,1,W
1253,donaj001,TOR201609250,8_1,W,1,W
1252,donaj001,TOR201609250,8_1,SB,1,SB2
1251,encae001,TOR201609250,8_1,AB,1,63/G.2-3
1250,encae001,TOR201609250,8_1,PA,1,63/G.2-3
1249,encae001,TOR201609250,8_1,LOB,1,63/G.2-3
1248,encae001,TOR201609250,8_1,RLSP,1,63/G.2-3
1247,bautj002,TOR201609250,8_1,AB,1,S8/L.3-H
1246,bautj002,TOR201609250,8_1,PA,1,S8/L.3-H
1245,bautj002,TOR201609250,8_1,H,1,S8/L.3-H
1244,donaj001,TOR201609250,8_1,R,1,S8/L.3-H
1243,bautj002,TOR201609250,8_1,RBI,1,S8/L.3-H
1242,martr004,TOR201609250,8_1,AB,1,K
1241,martr004,TOR201609250,8_1,K,1,K
1240,martr004,TOR201609250,8_1,PA,1,K
1239,martr004,TOR201609250,8_1,LOB,1,K
1238,martr004,TOR201609250,8_1,RLSP,0,K
1237,pompd001,TOR201609250,8_1,SB,1,SB2
1236,tulot001,TOR201609250,8_1,AB,1,K
1235,tulot001,TOR201609250,8_1,K,1,K
1234,tulot001,TOR201609250,8_1,PA,1,K
1233,tulot001,TOR201609250,8_1,LOB,1,K
1232,tulot001,TOR201609250,8_1,RLSP,1,K
1231,teixm001,TOR201609250,9_0,AB,1,S8/L
1230,teixm001,TOR201609250,9_0,PA,1,S8/L
1229,teixm001,TOR201609250,9_0,H,1,S8/L
1228,butlb003,TOR201609250,9_0,AB,1,S7/L.1-2
1227,butlb003,TOR201609250,9_0,PA,1,S7/L.1-2
1226,butlb003,TOR201609250,9_0,H,1,S7/L.1-2
1225,headc001,TOR201609250,9_0,AB,1,13/G.2-3;1-2
1224,headc001,TOR201609250,9_0,PA,1,13/G.2-3;1-2
1223,headc001,TOR201609250,9_0,LOB,2,13/G.2-3;1-2
1222,headc001,TOR201609250,9_0,RLSP,1,13/G.2-3;1-2
1221,willm007,TOR201609250,9_0,AB,1,S7/G.3-H;2-3
1220,willm007,TOR201609250,9_0,PA,1,S7/G.3-H;2-3
1219,willm007,TOR201609250,9_0,H,1,S7/G.3-H;2-3
1218,refsr001,TOR201609250,9_0,R,1,S7/G.3-H;2-3
1217,willm007,TOR201609250,9_0,RBI,1,S7/G.3-H;2-3
1216,torrr001,TOR201609250,9_0,SF,1,8/SF/F.3-H
1215,torrr001,TOR201609250,9_0,PA,1,8/SF/F.3-H
1214,solad001,TOR201609250,9_0,R,1,8/SF/F.3-H
1213,torrr001,TOR201609250,9_0,RBI,1,8/SF/F.3-H
1212,gardb001,TOR201609250,9_0,AB,1,5/P
1211,gardb001,TOR201609250,9_0,PA,1,5/P
1210,gardb001,TOR201609250,9_0,LOB,1,5/P
1209,gardb001,TOR201609250,9_0,RLSP,0,5/P
1208,uptob001,TOR201609250,9_1,PA,1,W
1207,uptob001,TOR201609250,9_1,W,1,W
1206,pillk001,TOR201609250,9_1,AB,1,S9/G.1-3
1205,pillk001,TOR201609250,9_1,PA,1,S9/G.1-3
1204,pillk001,TOR201609250,9_1,H,1,S9/G.1-3
1203,carre001,TOR201609250,9_1,AB,1,S1/BG.3-H;1-3(E1/TH);B-2
1202,carre001,TOR201609250,9_1,PA,1,S1/BG.3-H;1-3(E1/TH);B-2
1201,carre001,TOR201609250,9_1,H,1,S1/BG.3-H;1-3(E1/TH);B-2
1200,uptob001,TOR201609250,9_1,R,1,S1/BG.3-H;1-3(E1/TH);B-2
1199,carre001,TOR201609250,9_1,RBI,1,S1/BG.3-H;1-3(E1/TH);B-2
1198,travd001,TOR201609250,9_1,AB,1,K
1197,travd001,TOR201609250,9_1,K,1,K
1196,travd001,TOR201609250,9_1,PA,1,K
1195,travd001,TOR201609250,9_1,LOB,2,K
1194,travd001,TOR201609250,9_1,RLSP,1,K
1193,donaj001,TOR201609250,9_1,PA,1,IW
1192,donaj001,TOR201609250,9_1,IW,1,IW
1191,donaj001,TOR201609250,9_1,W,1,IW
1190,encae001,TOR201609250,9_1,AB,1,S4/G.3-H;2-3;1-2
1189,encae001,TOR201609250,9_1,PA,1,S4/G.3-H;2-3;1-2
1188,encae001,TOR201609250,9_1,H,1,S4/G.3-H;2-3;1-2
1187,pillk001,TOR201609250,9_1,R,1,S4/G.3-H;2-3;1-2
1186,encae001,TOR201609250,9_1,RBI,1,S4/G.3-H;2-3;1-2
1185,gardb001,TOR201609260,1_0,AB,1,S2/BG.B-3(E2/TH1)
1184,gardb001,TOR201609260,1_0,PA,1,S2/BG.B-3(E2/TH1)
1183,gardb001,TOR201609260,1_0,H,1,S2/BG.B-3(E2/TH1)
1182,ellsj001,TOR201609260,1_0,AB,1,63/G
1181,ellsj001,TOR201609260,1_0,PA,1,63/G
1180,ellsj001,TOR201609260,1_0,LOB,1,63/G
1179,ellsj001,TOR201609260,1_0,RLSP,0,63/G
1178,sancg002,TOR201609260,1_0,AB,1,63/G.3-H(UR)
1177,sancg002,TOR201609260,1_0,PA,1,63/G.3-H(UR)
1176,sancg002,TOR201609260,1_0,LOB,1,63/G.3-H(UR)
1175,sancg002,TOR201609260,1_0,RLSP,0,63/G.3-H(UR)
1174,,TOR201609260,1_0,R,1,63/G.3-H(UR)
1173,sancg002,TOR201609260,1_0,RBI,1,63/G.3-H(UR)
1172,butlb003,TOR201609260,1_0,AB,1,8/F
1171,butlb003,TOR201609260,1_0,PA,1,8/F
1170,butlb003,TOR201609260,1_0,LOB,1,8/F
1169,butlb003,TOR201609260,1_0,RLSP,0,8/F
1168,travd001,TOR201609260,1_1,AB,1,8/F
1167,travd001,TOR201609260,1_1,PA,1,8/F
1166,travd001,TOR201609260,1_1,LOB,0,8/F
1165,travd001,TOR201609260,1_1,RLSP,0,8/F
1164,donaj001,TOR201609260,1_1,PA,1,HP
1163,donaj001,TOR201609260,1_1,HBP,1,HP
1162,encae001,TOR201609260,1_1,AB,1,S8/L.1-3
1161,encae001,TOR201609260,1_1,PA,1,S8/L.1-3
1160,encae001,TOR201609260,1_1,H,1,S8/L.1-3
1159,bautj002,TOR201609260,1_1,PA,1,W.1-2
1158,bautj002,TOR201609260,1_1,W,1,W.1-2
1157,martr004,TOR201609260,1_1,PA,1,W.3-H;2-3;1-2
1156,martr004,TOR201609260,1_1,W,1,W.3-H;2-3;1-2
1155,donaj001,TOR201609260,1_1,R,1,W.3-H;2-3;1-2
1154,martr004,TOR201609260,1_1,RBI,1,W.3-H;2-3;1-2
1153,tulot001,TOR201609260,1_1,AB,1,9/F
1152,tulot001,TOR201609260,1_1,PA,1,9/F
1151,tulot001,TOR201609260,1_1,LOB,3,9/F
1150,tulot001,TOR201609260,1_1,RLSP,2,9/F
1149,saunm001,TOR201609260,1_1,AB,1,K
1148,saunm001,TOR201609260,1_1,K,1,K
1147,saunm001,TOR201609260,1_1,PA,1,K
1146,saunm001,TOR201609260,1_1,LOB,3,K
1145,saunm001,TOR201609260,1_1,RLSP,2,K
1144,headc001,TOR201609260,2_0,PA,1,HP
1143,headc001,TOR201609260,2_0,HBP,1,HP
1142,teixm001,TOR201609260,2_0,AB,1,4(1)3/GDP
1141,teixm001,TOR201609260,2_0,PA,1,4(1)3/GDP
1140,teixm001,TOR201609260,2_0,LOB,1,4(1)3/GDP
1139,teixm001,TOR201609260,2_0,RLSP,0,4(1)3/GDP
1138,gregd001,TOR201609260,2_0,AB,1,9/F
1137,gregd001,TOR201609260,2_0,PA,1,9/F
1136,gregd001,TOR201609260,2_0,LOB,0,9/F
1135,gregd001,TOR201609260,2_0,RLSP,0,9/F
1134,smoaj001,TOR201609260,2_1,PA,1,HP
1133,smoaj001,TOR201609260,2_1,HBP,1,HP
1132,pillk001,TOR201609260,2_1,AB,1,9/F
1131,pillk001,TOR201609260,2_1,PA,1,9/F
1130,pillk001,TOR201609260,2_1,LOB,1,9/F
1129,pillk001,TOR201609260,2_1,RLSP,0,9/F
1128,travd001,TOR201609260,2_1,AB,1,4/P-
1127,travd001,TOR201609260,2_1,PA,1,4/P-
1126,travd001,TOR201609260,2_1,LOB,1,4/P-
1125,travd001,TOR201609260,2_1,RLSP,0,4/P-
1124,donaj001,TOR201609260,2_1,AB,1,7/F
1123,donaj001,TOR201609260,2_1,PA,1,7/F
1122,donaj001,TOR201609260,2_1,LOB,1,7/F
1121,donaj001,TOR201609260,2_1,RLSP,0,7/F
1120,hicka001,TOR201609260,3_0,AB,1,53/G+
1119,hicka001,TOR201609260,3_0,PA,1,53/G+
1118,hicka001,TOR201609260,3_0,LOB,0,53/G+
1117,hicka001,TOR201609260,3_0,RLSP,0,53/G+
1116,torrr001,TOR201609260,3_0,AB,1,13/G-
1115,torrr001,TOR201609260,3_0,PA,1,13/G-
1114,torrr001,TOR201609260,3_0,LOB,0,13/G-
1113,torrr001,TOR201609260,3_0,RLSP,0,13/G-
1112,gardb001,TOR201609260,3_0,AB,1,S3/G
1111,gardb001,TOR201609260,3_0,PA,1,S3/G
1110,gardb001,TOR201609260,3_0,H,1,S3/G
1109,ellsj001,TOR201609260,3_0,PA,1,W.1-2
1108,ellsj001,TOR201609260,3_0,W,1,W.1-2
1107,sancg002,TOR201609260,3_0,AB,1,13/G
1106,sancg002,TOR201609260,3_0,PA,1,13/G
1105,sancg002,TOR201609260,3_0,LOB,2,13/G
1104,sancg002,TOR201609260,3_0,RLSP,1,13/G
1103,encae001,TOR201609260,3_1,AB,1,8/F
1102,encae001,TOR201609260,3_1,PA,1,8/F
1101,encae001,TOR201609260,3_1,LOB,0,8/F
1100,encae001,TOR201609260,3_1,RLSP,0,8/F
1099,bautj002,TOR201609260,3_1,AB,1,S9/G
1098,bautj002,TOR201609260,3_1,PA,1,S9/G
1097,bautj002,TOR201609260,3_1,H,1,S9/G
1096,martr004,TOR201609260,3_1,PA,1,W.1-2
1095,martr004,TOR201609260,3_1,W,1,W.1-2
1094,tulot001,TOR201609260,3_1,AB,1,D8/L+.2-H;1-3
1093,tulot001,TOR201609260,3_1,PA,1,D8/L+.2-H;1-3
1092,tulot001,TOR201609260,3_1,H,1,D8/L+.2-H;1-3
1091,tulot001,TOR201609260,3_1,D,1,D8/L+.2-H;1-3
1090,bautj002,TOR201609260,3_1,R,1,D8/L+.2-H;1-3
1089,tulot001,TOR201609260,3_1,RBI,1,D8/L+.2-H;1-3
1088,saunm001,TOR201609260,3_1,AB,1,S9/L-.3-H;2-3
1087,saunm001,TOR201609260,3_1,PA,1,S9/L-.3-H;2-3
1086,saunm001,TOR201609260,3_1,H,1,S9/L-.3-H;2-3
1085,martr004,TOR201609260,3_1,R,1,S9/L-.3-H;2-3
1084,saunm001,TOR201609260,3_1,RBI,1,S9/L-.3-H;2-3
1083,smoaj001,TOR201609260,3_1,AB,1,14(1)3/GDP
1082,smoaj001,TOR201609260,3_1,PA,1,14(1)3/GDP
1081,smoaj001,TOR201609260,3_1,LOB,2,14(1)3/GDP
1080,smoaj001,TOR201609260,3_1,RLSP,1,14(1)3/GDP
1079,butlb003,TOR201609260,4_0,AB,1,9/F
1078,butlb003,TOR201609260,4_0,PA,1,9/F
1077,butlb003,TOR201609260,4_0,LOB,0,9/F
1076,butlb003,TOR201609260,4_0,RLSP,0,9/F
1075,headc001,TOR201609260,4_0,AB,1,63/G
1074,headc001,TOR201609260,4_0,PA,1,63/G
1073,headc001,TOR201609260,4_0,LOB,0,63/G
1072,headc001,TOR201609260,4_0,RLSP,0,63/G
1071,teixm001,TOR201609260,4_0,AB,1,S6/G+
1070,teixm001,TOR201609260,4_0,PA,1,S6/G+
1069,teixm001,TOR201609260,4_0,H,1,S6/G+
1068,gregd001,TOR201609260,4_0,AB,1,7/L
1067,gregd001,TOR201609260,4_0,PA,1,7/L
1066,gregd001,TOR201609260,4_0,LOB,1,7/L
1065,gregd001,TOR201609260,4_0,RLSP,0,7/L
1064,pillk001,TOR201609260,4_1,AB,1,53/G
1063,pillk001,TOR201609260,4_1,PA,1,53/G
1062,pillk001,TOR201609260,4_1,LOB,0,53/G
1061,pillk001,TOR201609260,4_1,RLSP,0,53/G
1060,travd001,TOR201609260,4_1,AB,1,K
1059,travd001,TOR201609260,4_1,K,1,K
1058,travd001,TOR201609260,4_1,PA,1,K
1057,travd001,TOR201609260,4_1,LOB,0,K
1056,travd001,TOR201609260,4_1,RLSP,0,K
1055,donaj001,TOR201609260,4_1,PA,1,W
1054,donaj001,TOR201609260,4_1,W,1,W
1053,encae001,TOR201609260,4_1,PA,1,W.1-2
1052,encae001,TOR201609260,4_1,W,1,W.1-2
1051,bautj002,TOR201609260,4_1,AB,1,64(1)/FO/G
1050,bautj002,TOR201609260,4_1,PA,1,64(1)/FO/G
1049,bautj002,TOR201609260,4_1,LOB,2,64(1)/FO/G
1048,bautj002,TOR201609260,4_1,RLSP,1,64(1)/FO/G
1047,hicka001,TOR201609260,5_0,AB,1,63/G
1046,hicka001,TOR201609260,5_0,PA,1,63/G
1045,hicka001,TOR201609260,5_0,LOB,0,63/G
1044,hicka001,TOR201609260,5_0,RLSP,0,63/G
1043,torrr001,TOR201609260,5_0,AB,1,31/G
1042,torrr001,TOR201609260,5_0,PA,1,31/G
1041,torrr001,TOR201609260,5_0,LOB,0,31/G
1040,torrr001,TOR201609260,5_0,RLSP,0,31/G
1039,gardb001,TOR201609260,5_0,AB,1,9/L+
1038,gardb001,TOR201609260,5_0,PA,1,9/L+
1037,gardb001,TOR201609260,5_0,LOB,0,9/L+
1036,gardb001,TOR201609260,5_0,RLSP,0,9/L+
1035,martr004,TOR201609260,5_1,AB,1,K
1034,martr004,TOR201609260,5_1,K,1,K
1033,martr004,TOR201609260,5_1,PA,1,K
1032,martr004,TOR201609260,5_1,LOB,0,K
1031,martr004,TOR201609260,5_1,RLSP,0,K
1030,tulot001,TOR201609260,5_1,AB,1,K
1029,tulot001,TOR201609260,5_1,K,1,K
1028,tulot001,TOR201609260,5_1,PA,1,K
1027,tulot001,TOR201609260,5_1,LOB,0,K
1026,tulot001,TOR201609260,5_1,RLSP,0,K
1025,saunm001,TOR201609260,5_1,AB,1,K
1024,saunm001,TOR201609260,5_1,K,1,K
1023,saunm001,TOR201609260,5_1,PA,1,K
1022,saunm001,TOR201609260,5_1,LOB,0,K
1021,saunm001,TOR201609260,5_1,RLSP,0,K
1020,ellsj001,TOR201609260,6_0,AB,1,7/F7LF
1019,ellsj001,TOR201609260,6_0,PA,1,7/F7LF
1018,ellsj001,TOR201609260,6_0,LOB,0,7/F7LF
1017,ellsj001,TOR201609260,6_0,RLSP,0,7/F7LF
1016,sancg002,TOR201609260,6_0,AB,1,K
1015,sancg002,TOR201609260,6_0,K,1,K
1014,sancg002,TOR201609260,6_0,PA,1,K
1013,sancg002,TOR201609260,6_0,LOB,0,K
1012,sancg002,TOR201609260,6_0,RLSP,0,K
1011,butlb003,TOR201609260,6_0,AB,1,8/L+
1010,butlb003,TOR201609260,6_0,PA,1,8/L+
1009,butlb003,TOR201609260,6_0,LOB,0,8/L+
1008,butlb003,TOR201609260,6_0,RLSP,0,8/L+
1007,smoaj001,TOR201609260,6_1,AB,1,8/F
1006,smoaj001,TOR201609260,6_1,PA,1,8/F
1005,smoaj001,TOR201609260,6_1,LOB,0,8/F
1004,smoaj001,TOR201609260,6_1,RLSP,0,8/F
1003,pillk001,TOR201609260,6_1,AB,1,S4/G/MREV
1002,pillk001,TOR201609260,6_1,PA,1,S4/G/MREV
1001,pillk001,TOR201609260,6_1,H,1,S4/G/MREV
1000,barnd001,TOR201609260,6_1,AB,1,54(1)3/GDP
999,barnd001,TOR201609260,6_1,PA,1,54(1)3/GDP
998,barnd001,TOR201609260,6_1,LOB,1,54(1)3/GDP
997,barnd001,TOR201609260,6_1,RLSP,0,54(1)3/GDP
996,headc001,TOR201609260,7_0,AB,1,S7/L
995,headc001,TOR201609260,7_0,PA,1,S7/L
994,headc001,TOR201609260,7_0,H,1,S7/L
993,teixm001,TOR201609260,7_0,AB,1,K
992,teixm001,TOR201609260,7_0,K,1,K
991,teixm001,TOR201609260,7_0,PA,1,K
990,teixm001,TOR201609260,7_0,LOB,1,K
989,teixm001,TOR201609260,7_0,RLSP,0,K
988,gregd001,TOR201609260,7_0,AB,1,7/F+
987,gregd001,TOR201609260,7_0,PA,1,7/F+
986,gregd001,TOR201609260,7_0,LOB,1,7/F+
985,gregd001,TOR201609260,7_0,RLSP,0,7/F+
984,hicka001,TOR201609260,7_0,AB,1,43/G
983,hicka001,TOR201609260,7_0,PA,1,43/G
982,hicka001,TOR201609260,7_0,LOB,1,43/G
981,hicka001,TOR201609260,7_0,RLSP,0,43/G
980,donaj001,TOR201609260,7_1,AB,1,9/F
979,donaj001,TOR201609260,7_1,PA,1,9/F
978,donaj001,TOR201609260,7_1,LOB,0,9/F
977,donaj001,TOR201609260,7_1,RLSP,0,9/F
976,encae001,TOR201609260,7_1,AB,1,13/G
975,encae001,TOR201609260,7_1,PA,1,13/G
974,encae001,TOR201609260,7_1,LOB,0,13/G
973,encae001,TOR201609260,7_1,RLSP,0,13/G
972,bautj002,TOR201609260,7_1,AB,1,53/G-
971,bautj002,TOR201609260,7_1,PA,1,53/G-
970,bautj002,TOR201609260,7_1,LOB,0,53/G-
969,bautj002,TOR201609260,7_1,RLSP,0,53/G-
968,casts001,TOR201609260,8_0,AB,1,9/F
967,casts001,TOR201609260,8_0,PA,1,9/F
966,casts001,TOR201609260,8_0,LOB,0,9/F
965,casts001,TOR201609260,8_0,RLSP,0,9/F
964,gardb001,TOR201609260,8_0,AB,1,D9/L
963,gardb001,TOR201609260,8_0,PA,1,D9/L
962,gardb001,TOR201609260,8_0,H,1,D9/L
961,gardb001,TOR201609260,8_0,D,1,D9/L
960,ellsj001,TOR201609260,8_0,AB,1,S8/L+.2-H;B-2(E8)
959,ellsj001,TOR201609260,8_0,PA,1,S8/L+.2-H;B-2(E8)
958,ellsj001,TOR201609260,8_0,H,1,S8/L+.2-H;B-2(E8)
957,gardb001,TOR201609260,8_0,R,1,S8/L+.2-H;B-2(E8)
